name;fujichrome-provia-400x-vsco-colorchecker
description;fitted LUT style from fujichrome-provia-400x-vsco-colorchecker.pfm
num_gray; 0
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
SAT1;55.596237182617188;51.227359771728516;35.2823486328125;54.515983581542969;48.971950531005859;36.225044250488281
SAT2;73.595199584960938;32.348930358886719;71.354148864746094;77.083282470703125;27.138650894165039;51.338066101074219
SAT3;84.243858337402344;1.2948215007781982;83.623580932617188;85.416343688964844;8.9705286026000977;54.124618530273438
SAT4;64.027412414550781;-53.363563537597656;27.569698333740234;76.901153564453125;-44.602127075195312;20.455635070800781
SAT5;61.572868347167969;-24.719030380249023;-32.779155731201172;78.871109008789062;-12.091011047363281;-31.870651245117188
SAT6;50.988494873046875;1.3840198516845703;-52.780067443847656;70.903633117675781;0.56108832359313965;-39.818336486816406
SAT7;52.874237060546875;32.443016052246094;-29.820669174194336;64.838645935058594;19.966243743896484;-26.090038299560547
SAT8;55.602195739746094;51.360637664794922;0.3598332405090332;58.982093811035156;38.533477783203125;-0.61440467834472656
WBP1;80.389053344726562;0.85365772247314453;-0.24596452713012695;89.671661376953125;-2.0734071731567383;0.96340179443359375
WBP2;81.479759216308594;-1.2537539005279541;-1.0047316551208496;90.632621765136719;-3.506094217300415;0.35693645477294922
WBP3;81.065948486328125;-2.4327635765075684;-2.4770259857177734;90.855690002441406;-3.3041536808013916;-1.7114043235778809
WBP4;81.007759094238281;-4.1519107818603516;-2.7043342590332031;90.997978210449219;-4.0689411163330078;-1.5264034271240234
WBP5;81.45001220703125;-6.1083436012268066;-4.3340682983398438;91.678176879882812;-4.7198238372802734;-2.1868348121643066
WBL1;80.342750549316406;4.6823320388793945;0.49403905868530273;89.150627136230469;-0.24405121803283691;0.89929103851318359
WBL2;80.883743286132812;4.2334794998168945;-0.10485649108886719;89.928657531738281;-0.88593363761901855;0.56997537612915039
WBL3;80.659698486328125;0.85845589637756348;-0.28597116470336914;89.944114685058594;-2.1828114986419678;0.42248964309692383
WBL4;81.008758544921875;-1.2100338935852051;-2.630460262298584;90.403114318847656;-2.5508701801300049;-1.9407153129577637
WBL5;80.932052612304688;-2.2480487823486328;-5.7284951210021973;91.2593994140625;-4.0212273597717285;-2.2889137268066406
NEU1;11.215791702270508;1.5726163387298584;-1.7736285924911499;9.8755226135253906;0.11039525270462036;-0.1030266284942627
NEU2;13.747169494628906;1.8118023872375488;-3.0134439468383789;11.376508712768555;1.389838695526123;-3.1267344951629639
NEU3;17.656940460205078;1.1217743158340454;-2.639007568359375;14.698005676269531;1.5204399824142456;-3.6372601985931396
NEU4;20.874866485595703;0.33736228942871094;-1.2595713138580322;16.951248168945312;1.3411045074462891;-3.0413627624511719
NEU5;74.777351379394531;0.061005353927612305;-0.017607212066650391;84.892120361328125;-0.17684698104858398;-1.0085821151733398
NEU6;80.59320068359375;0.00035762786865234375;-0.00036954879760742188;89.823707580566406;-2.3677051067352295;0.28687715530395508
NEU7;85.838386535644531;0.0013411045074462891;-0.00064373016357421875;92.89739990234375;-2.3769736289978027;0.45322179794311523
NEU8;90.167488098144531;0.08347630500793457;1.1115431785583496;94.687705993652344;-2.214968204498291;1.3324856758117676
A1;35.263462066650391;15.0966796875;18.223941802978516;34.877975463867188;17.411590576171875;27.716917037963867
B1;64.122444152832031;33.936321258544922;67.234672546386719;68.804344177246094;37.468761444091797;63.895820617675781
C1;22.874839782714844;28.528018951416016;-59.312160491943359;28.785385131835938;32.086788177490234;-66.35198974609375
D1;88.605438232421875;0.0053942203521728516;1.0793566703796387;94.086776733398438;-2.3850798606872559;1.2877821922302246
A2;67.184242248535156;17.011880874633789;14.771270751953125;75.09173583984375;11.480122566223145;9.9983100891113281
B2;35.472995758056641;21.282270431518555;-55.437248229980469;46.3089599609375;23.063541412353516;-60.973869323730469
C2;53.284400939941406;-48.701644897460938;33.048587799072266;64.695556640625;-50.633995056152344;42.4520263671875
D2;79.271339416503906;-0.012636184692382812;0.030970573425292969;88.676193237304688;-1.7889738082885742;0.036120414733886719
A3;46.896553039550781;-3.1815767288208008;-27.417778015136719;59.148483276367188;3.3160746097564697;-34.599147796630859
B3;53.583656311035156;48.222690582275391;23.768299102783203;52.877067565917969;43.942184448242188;23.477518081665039
C3;44.618072509765625;46.150802612304688;36.172073364257812;39.424064636230469;47.968521118164062;43.457569122314453
D3;66.979591369628906;0.00032782554626464844;-0.00032186508178710938;78.111885070800781;0.27623772621154785;-1.0080456733703613
A4;39.290092468261719;-15.657201766967773;24.980968475341797;48.133331298828125;-23.164390563964844;39.631813049316406
B4;25.045604705810547;24.17936897277832;-20.193809509277344;24.668472290039062;24.972946166992188;-33.731723785400391
C4;80.621658325195312;0.64009428024291992;80.587272644042969;83.2607421875;10.737895965576172;60.307060241699219
D4;48.538063049316406;1.1813044548034668;-0.17894506454467773;56.887664794921875;3.2726526260375977;-3.1808972358703613
A5;55.097976684570312;10.471164703369141;-26.19171142578125;69.219635009765625;7.6577367782592773;-22.756565093994141
B5;72.157058715820312;-27.307600021362305;60.724693298339844;78.951171875;-13.258963584899902;54.762161254882812
C5;54.079475402832031;47.503860473632812;-10.562419891357422;59.29071044921875;33.889949798583984;-10.537958145141602
D5;30.018470764160156;1.1690706014633179;-2.6809513568878174;28.660743713378906;2.6179699897766113;-6.0818314552307129
A6;70.525390625;-31.482337951660156;-5.192875862121582;84.471778869628906;-15.008359909057617;-7.1840524673461914
B6;72.679832458496094;18.143356323242188;75.589714050292969;78.150848388671875;22.568017959594727;64.731986999511719
C6;50.313667297363281;-16.891866683959961;-34.883594512939453;64.876319885253906;-5.1675138473510742;-43.235027313232422
D6;11.823074340820312;1.5718116760253906;-1.7952829599380493;10.3009033203125;0.04838407039642334;-0.12389421463012695
